
21.406,21.6524,21.5239,21.3895,25.0524,22.0314,24.8528,25.4976,31.71,38.289,51.3424,50.7648,51.5
24.5092,21.5785,24.912,21.3559,24.6,22.3377,25.308,22.2506,28.8117,51.6288,51.1168,51.4912,51.1224
17.958,17.9511,17.7381,17.6379,17.8146,21.2842,21.3377,18.6789,25.1672,22.2576,21.9723,28.5484,25.2076
17.8107,17.1894,17.3745,17.2998,14.9638,18.663,18.2262,21.5019,18.6801,21.944,22.1302,24.7752,28.0399
16.4934,16.5894,14.0635,16.8774,14.4023,17.7363,17.6478,18.0495,15.1182,18.2217,18.6375,18.8151,21.9597
13.1923,12.9288,13.0895,13.18,13.5995,13.925,14.3928,14.6982,18.0906,17.5113,14.893,14.9198,18.3276
13.1767,12.6725,12.679,12.9652,12.9967,14.0225,14.1775,17.2341,14.436,14.1372,14.4768,14.559,17.454
11.8657,12.2647,12.434,12.1125,12.7345,13.0692,11.1116,13.6613,14.043,14.1188,14.1385,14.2045,14.1082
11.4417,11.8042,11.5542,12.2438,13.3495,13.5023,13.231,13.3175,13.4898,13.3512,13.809,13.7865,13.8673
9.262,11.4905,11.4932,11.6665,12.1035,12.8252,12.7323,12.9615,13.1375,13.428,13.5027,13.4013,13.454
10.847,11.4025,11.3803,11.4147,11.8807,12.7225,13.1685,13.164,13.3607,13.3613,13.4612,13.7905,13.6163
11.1947,9.0354,11.613,11.2545,12.2655,12.1445,12.7308,13.1815,13.2235,13.427,13.1925,13.6082,13.847
11.5247,11.4573,10.9793,11.3922,12.099,12.3238,10.4082,13.386,13.2665,13.5353,13.8793,13.7845,13.788
