
16.372,16.4657,16.5065,16.2532,16.3135,16.771,16.4245,16.4002,16.7772,20.1015,23.492,20.4729,27.0096
16.5495,16.4132,16.5545,16.6227,19.9128,16.503,16.4657,19.8183,23.5858,16.7782,20.3118,26.8488,26.916
16.2207,16.0033,16.1062,15.8265,15.8238,12.8094,15.8573,16.144,16.4655,16.174,16.525,16.6815,20.1162
15.5062,15.863,12.6436,12.3408,12.4212,15.5992,12.6312,15.8335,12.6736,16.0823,16.435,16.1597,19.5726
11.7582,12.013,12.0694,12.1764,11.5752,11.925,12.3024,12.1418,12.587,12.5152,12.8012,16.1092,15.9253
11.2024,11.4142,11.5644,11.6402,11.3556,11.4648,11.5588,11.8898,11.959,12.2514,11.9008,12.1384,12.221
10.8798,11.1044,10.7308,10.904,11.12,10.8226,11.3922,11.4718,11.4308,11.671,11.6772,11.7776,12.239
10.5456,10.468,10.4572,10.1556,10.564,10.3034,10.7212,10.8386,10.8024,11.1504,11.3338,11.5074,11.6888
10.0054,9.5962,9.885,9.3372,9.9702,9.9552,10.3456,10.4374,10.6012,10.793,10.9654,11.3492,11.6152
7.1316,9.5606,9.6208,9.4756,9.6066,9.9592,9.7276,10.259,10.6174,10.739,10.4522,11.3406,11.178
9.0648,9.5576,6.7828,6.9051,9.1338,7.1462,7.305,10.2556,10.3576,10.923,11.0194,10.5718,10.9426
7.1387,9.5706,8.9942,9.2626,6.9238,9.741,9.8846,10.2492,10.5762,10.4946,10.6848,10.9482,11.2642
6.9025,6.8565,9.4712,9.3642,6.9364,9.4284,9.9396,10.171,10.83,7.8759,10.8464,10.7772,11.2146
