
49.8384,51.0664,50.9976,50.368,50.0456,50.1864,50.3992,51.0248,50.4728,50.6736,49.36,49.6696,50.4872
49.7704,50.9928,50.8128,50.5608,49.7312,50.0344,50.6968,51.0368,51.5704,50.7184,49.7976,50.316,50.1448
37.9866,40.8999,38.1618,49.4688,36.8592,34.5477,50.4192,50.0952,50.1992,50.6432,51.244,49.7192,49.4344
31.4385,37.4598,31.165,34.1236,34.3981,34.2799,34.26,41.5116,50.24,47.0145,50.6136,51.0512,50.4192
27.617,27.7357,27.5746,21.7311,27.5026,28.0476,30.738,27.8726,31.194,28.12,43.7619,34.9734,43.4329
23.9944,24.5108,20.5825,21.0105,21.2653,24.1584,24.184,27.8788,24.5892,27.5279,24.7444,24.5292,30.7595
20.6927,20.7417,20.0554,17.6832,20.5894,20.5692,20.9601,20.9013,20.9129,24.2524,23.9368,23.866,23.8984
19.8132,20.056,19.5006,17.2167,20.5797,17.3742,20.5667,20.6601,20.5523,23.3452,20.4099,21.1739,20.483
16.5696,16.5996,16.3206,19.6511,16.803,16.9926,16.9434,17.3667,20.4907,20.2045,20.6748,20.1365,20.5429
16.2609,16.4001,16.6266,16.662,19.2903,16.7052,19.6595,17.3343,17.4174,20.1624,20.4652,17.3406,19.8664
16.1622,16.2993,16.2945,16.3002,16.3524,16.6422,17.0223,16.9521,16.9671,20.0767,19.9777,20.3196,19.9224
16.2447,16.4709,16.2648,16.3515,16.7094,16.3227,17.0091,16.797,17.2929,17.2455,19.9297,20.1086,20.097
16.4721,19.1104,16.3503,16.2381,16.2948,16.6038,19.6812,20.0207,19.5748,20.0183,20.2521,20.4421,20.3829
