
23.7766,23.9243,30.703,27.1236,27.1332,27.0152,30.4088,27.184,30.4564,30.753,54.4304,54.4384,54.2928
54.5176,40.566,33.8915,27.0404,30.6729,23.8466,27.2092,40.4574,30.9222,30.7084,30.9325,54.9624,54.4624
19.9974,20.0865,20.2044,16.849,23.4325,23.2431,23.478,23.4647,23.4983,27.36,20.4873,37.3841,33.49
20.1009,19.986,20.0106,20.0943,20.1012,19.8786,20.01,19.8165,20.1042,23.5735,26.9736,20.3043,23.8585
13.2524,16.2477,16.183,16.058,16.391,16.1355,15.956,19.7556,16.422,19.8093,19.7382,20.2554,20.0199
15.569,15.7353,15.9535,12.6784,15.872,15.6193,15.7383,15.8733,16.0787,16.117,16.4408,16.5025,16.3837
15.1483,15.1242,11.9292,15.018,12.056,15.4058,15.1155,12.5448,15.7533,15.6135,12.5394,15.9543,15.7965
14.6143,11.8146,11.4294,11.5502,11.73,11.7518,12.0284,11.9284,15.007,15.0657,15.22,15.64,15.1575
13.9905,11.049,10.8028,10.8856,11.0362,11.4816,14.384,12.0022,14.8022,11.9366,11.9922,15.198,12.0248
10.591,10.534,10.4746,10.789,10.3522,11.064,11.2744,11.0484,11.6556,11.6372,11.6246,14.5932,14.8255
10.2818,10.3202,10.7408,10.8862,10.4848,11.1018,10.9616,11.074,10.991,11.3582,14.6122,11.6952,11.6972
10.182,10.391,10.348,10.1696,10.597,10.9052,11.2034,11.37,11.2954,11.3638,11.6774,11.5384,14.889
10.0778,10.4874,10.4748,10.3452,13.3155,11.001,10.7602,11.0646,11.4944,11.728,11.72,11.6976,11.9224
