
13.7472,13.7224,13.6138,13.7608,13.6738,13.7144,13.5162,13.6232,13.7202,13.8504,17.1463,17.431,17.5115
13.8756,13.6616,13.6286,13.558,16.9722,13.5786,13.54,16.758,17.0645,13.6714,17.3725,13.8598,17.5078
13.4156,10.0701,13.2848,13.467,13.3944,13.2306,13.215,13.5696,13.5888,13.7244,13.5678,13.6814,13.725
13.4258,9.7263,9.8859,13.1258,9.745,9.9916,9.8145,13.2728,13.4226,13.424,13.522,13.4586,13.4322
12.9092,9.8222,9.5936,9.5847,9.3415,12.6416,9.7095,9.4728,9.8948,9.8736,9.856,13.2046,13.2596
12.3606,9.2847,8.9352,9.4119,9.2994,9.2948,9.2598,12.635,9.6128,12.7774,9.6289,12.9624,13.1554
8.8628,8.7896,8.5863,8.9487,8.8138,8.8931,8.9281,9.5472,9.3717,9.3062,9.2097,9.5124,12.3984
8.4729,8.4455,8.4937,7.955,8.6348,8.7239,8.3268,8.9452,8.9766,8.8572,9.2169,9.1941,9.1787
7.8853,7.9653,7.6258,7.935,7.7893,8.4055,8.159,8.415,8.5982,8.8348,8.9016,8.88,12.1202
7.6508,7.2878,7.7071,7.7013,7.7408,7.9192,7.7389,8.3627,8.4555,8.5527,8.5389,8.655,8.8077
7.4679,7.7757,7.5623,7.3626,7.3374,7.5603,7.9274,7.978,8.0579,8.5153,8.442,8.5751,8.8292
7.3258,7.1928,7.4778,7.281,7.517,7.3655,7.8872,8.0907,8.0223,8.2692,8.664,8.3643,8.716
7.3215,7.287,7.447,7.2157,7.4907,7.7896,7.8954,7.9132,8.3054,8.3168,8.4501,8.2751,8.726
