
11.0128,10.983,10.857,10.7862,10.9516,11.1444,10.7842,11.4036,11.8466,11.8834,12.1372,12.2268,12.4812
11.3338,10.6884,10.7458,10.6376,10.6076,10.8414,11.3072,11.4276,11.9488,11.984,12.4242,12.2712,12.5048
10.0618,10.2972,9.9334,10.1994,9.7078,10.1524,10.2574,10.9584,11.0612,11.3074,11.6578,11.7038,12.0964
9.9288,10.115,9.6546,10.021,9.3794,10.0308,10.0186,7.9369,8.2729,11.4122,11.4244,11.8302,11.6518
9.2442,6.8352,9.3872,9.4078,9.4552,9.3116,7.1632,7.9098,7.625,10.9516,7.8914,8.1524,8.5557
8.9384,6.9045,6.8216,6.6279,6.8331,6.8404,6.9822,7.6231,7.4559,7.5882,8.1093,8.2845,10.8116
5.8533,6.4335,8.7228,6.2677,6.2769,6.2289,6.791,7.1849,9.9316,7.4727,7.6093,7.9337,10.3304
6.1966,6.162,5.9234,6.2356,6.3338,6.2262,6.6031,6.9794,7.2406,7.3269,7.4754,7.3655,7.5479
6.1137,6.0107,6.0931,5.8351,6.0942,6.0806,6.7584,6.6041,6.7659,7.2268,7.628,7.5489,7.9176
6.0363,5.9676,6.0574,5.8793,5.8712,5.901,8.3442,7.0458,7.0992,7.0794,7.5109,7.5165,7.4688
5.8491,5.8152,5.9256,6.1876,5.9836,6.0335,6.4944,6.213,9.64,7.0686,7.5129,7.3128,7.4902
6.0934,5.8725,5.8102,5.936,6.1282,6.0354,6.4943,6.8946,7.0945,6.8769,7.3005,7.1508,7.4716
5.9125,6.0838,5.824,5.8416,5.5699,6.144,6.2841,6.6269,6.7485,7.326,7.1157,7.5027,7.3361
